Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value
Nitrogen dioxide (NO2),Mean,ppb,CD,303.0,Bedford Stuyvesant (CD3),Annual Average 2015,01/01/2015,21.3
Nitrogen dioxide (NO2),Mean,ppb,CD,303.0,Bedford Stuyvesant (CD3),Winter 2018-19,12/01/2018,23.8
Nitrogen dioxide (NO2),Mean,ppb,CD,318.0,Flatlands and Canarsie (CD18),Annual Average 2009,12/01/2008,20.3
Nitrogen dioxide (NO2),Mean,ppb,CD,318.0,Flatlands and Canarsie (CD18),Summer 2014,06/01/2014,11.2
Ozone (O3),Mean,ppb,UHF34,101.0,Kingsbridge - Riverdale,Summer 2019,06/01/2019,28.4
Nitrogen dioxide (NO2),Mean,ppb,UHF34,101.0,Kingsbridge - Riverdale,Summer 2013,06/01/2013,14.2
Nitrogen dioxide (NO2),Mean,ppb,UHF34,101.0,Kingsbridge - Riverdale,Summer 2012,06/01/2012,14.8
Nitrogen dioxide (NO2),Mean,ppb,UHF34,101.0,Kingsbridge - Riverdale,Annual Average 2016,12/31/2015,16.0
Nitrogen dioxide (NO2),Mean,ppb,UHF34,101.0,Kingsbridge - Riverdale,Summer 2021,06/01/2021,10.8
Ozone (O3),Mean,ppb,UHF34,402.0,West Queens,Summer 2012,06/01/2012,33.6
Ozone (O3),Mean,ppb,UHF34,402.0,West Queens,Summer 2013,06/01/2013,30.7
Ozone (O3),Mean,ppb,UHF34,301.0,Washington Heights,Summer 2012,06/01/2012,32.7
Ozone (O3),Mean,ppb,UHF34,301.0,Washington Heights,Summer 2013,06/01/2013,29.3
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,201.0,Greenpoint,Annual Average 2015,01/01/2015,10.5
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,405.0,Ridgewood - Forest Hills,Annual Average 2015,01/01/2015,8.5
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,405.0,Ridgewood - Forest Hills,Annual Average 2020,01/01/2020,6.1
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,405.0,Ridgewood - Forest Hills,Winter 2018-19,12/01/2018,7.2
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,402.0,West Queens,Annual Average 2015,01/01/2015,9.2
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,402.0,West Queens,Winter 2018-19,12/01/2018,8.0
Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406.0,Bayside Little Neck-Fresh Meadows,Summer 2019,06/01/2019,12.6
Nitrogen dioxide (NO2),Mean,ppb,UHF34,205.0,Sunset Park,Winter 2008-09,12/01/2008,30.2
Nitrogen dioxide (NO2),Mean,ppb,UHF34,205.0,Sunset Park,Annual Average 2022,01/01/2022,17.3
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,107.0,Upper West Side (CD7),2019,01/01/2019,128.7
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,414.0,Rockaway and Broad Channel (CD14),2019,01/01/2019,14.2
Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,314.0,Flatbush and Midwood (CD14),2005,01/01/2005,2.8
Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,207.0,Kingsbridge Heights and Bedford (CD7),2005,01/01/2005,3.6
Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,414.0,Rockaway and Broad Channel (CD14),2005,01/01/2005,0.5
Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406.0,Bayside Little Neck-Fresh Meadows,Winter 2008-09,12/01/2008,26.5
Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406.0,Bayside Little Neck-Fresh Meadows,Winter 2013-14,12/01/2013,25.9
Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406.0,Bayside Little Neck-Fresh Meadows,Winter 2017-18,12/01/2017,22.8
Nitrogen dioxide (NO2),Mean,ppb,UHF34,409.0,Southeast Queens,Winter 2017-18,12/01/2017,21.6
Nitrogen dioxide (NO2),Mean,ppb,UHF34,409.0,Southeast Queens,Annual Average 2022,01/01/2022,14.1
Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406.0,Bayside Little Neck-Fresh Meadows,Annual Average 2019,01/01/2019,14.7
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,407.0,Flushing and Whitestone (CD7),2005,01/01/2005,35.8
Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,104.0,Pelham - Throgs Neck,2005,01/01/2005,3.4
Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,204.0,East New York,2005,01/01/2005,6.4
Annual vehicle miles traveled (cars),Million miles,per square mile,Borough,5.0,Staten Island,2005,01/01/2005,19.6
Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,204.0,East New York,2005,01/01/2005,48.8
Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,404.0,Bayside - Little Neck,2005,01/01/2005,57.1
Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,211.0,Williamsburg - Bushwick,2005,01/01/2005,42.3
Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,104.0,Pelham - Throgs Neck,2005,01/01/2005,37.5
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,414.0,Rockaway and Broad Channel (CD14),2005,01/01/2005,13.3
Annual vehicle miles traveled (trucks),Million miles,per square mile,Borough,5.0,Staten Island,2005,01/01/2005,1.0
Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,504.0,South Beach - Tottenville,2005,01/01/2005,0.7
Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,304.0,Upper West Side,2005,01/01/2005,97.0
Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,504.0,South Beach - Tottenville,2010,01/01/2010,14.3
Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,107.0,Upper West Side (CD7),2005,01/01/2005,5.5
Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,307.0,Sunset Park (CD7),2005,01/01/2005,3.7
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,207.0,Kingsbridge Heights and Bedford (CD7),2005,01/01/2005,68.9
Nitrogen dioxide (NO2),Mean,ppb,UHF34,309310.0,Union Square-Lower Manhattan,Winter 2008-09,12/01/2008,38.9
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,212.0,Williamsbridge and Baychester (CD12),2005,01/01/2005,39.7
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,112.0,Washington Heights and Inwood (CD12),2005,01/01/2005,87.0
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,108.0,Upper East Side (CD8),2005,01/01/2005,128.1
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,410.0,South Ozone Park and Howard Beach (CD10),2005,01/01/2005,52.4
Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,301.0,Washington Heights,2005,01/01/2005,3.5
Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,101.0,Kingsbridge - Riverdale,2005,01/01/2005,41.5
Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,301.0,Washington Heights,2005,01/01/2005,84.5
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,412.0,Jamaica and Hollis (CD12),2005,01/01/2005,38.9
Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,401.0,Long Island City - Astoria,2005,01/01/2005,40.7
Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,401.0,Long Island City - Astoria,2005,01/01/2005,2.9
Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,501.0,Port Richmond,2005,01/01/2005,16.7
Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,401.0,Long Island City - Astoria,2010,01/01/2010,54.8
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,210.0,Throgs Neck and Co-op City (CD10),2005,01/01/2005,38.5
Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,310.0,Bay Ridge and Dyker Heights (CD10),2005,01/01/2005,3.4
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,110.0,Central Harlem (CD10),2005,01/01/2005,61.5
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,312.0,Borough Park (CD12),2005,01/01/2005,55.2
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,310.0,Bay Ridge and Dyker Heights (CD10),2005,01/01/2005,54.6
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,312.0,Borough Park (CD12),2019,01/01/2019,67.4
Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,201.0,Greenpoint,2005,01/01/2005,58.9
Annual vehicle miles traveled,Million miles,per square mile,CD,312.0,Borough Park (CD12),2005,01/01/2005,57.4
Annual vehicle miles traveled,Million miles,per square mile,Citywide,1.0,New York City,2010,01/01/2010,57.0
Annual vehicle miles traveled (cars),Million miles,per square mile,Citywide,1.0,New York City,2010,01/01/2010,53.4
Annual vehicle miles traveled,Million miles,per square mile,Citywide,1.0,New York City,2019,01/01/2019,59.6
Annual vehicle miles traveled (trucks),Million miles,per square mile,Citywide,1.0,New York City,2019,01/01/2019,3.2
Annual vehicle miles traveled (trucks),Million miles,per square mile,Citywide,1.0,New York City,2010,01/01/2010,2.4
Annual vehicle miles traveled,Million miles,per square mile,UHF42,401.0,Long Island City - Astoria,2019,01/01/2019,63.8
Annual vehicle miles traveled,Million miles,per square mile,UHF42,301.0,Washington Heights,2019,01/01/2019,143.1
Annual vehicle miles traveled (cars),Million miles,per square mile,Citywide,1.0,New York City,2019,01/01/2019,54.9
Nitrogen dioxide (NO2),Mean,ppb,UHF34,408.0,Jamaica,Annual Average 2014,12/01/2013,18.8
Ozone (O3),Mean,ppb,UHF34,208.0,Canarsie - Flatlands,Summer 2016,06/01/2016,35.8
Nitrogen dioxide (NO2),Mean,ppb,UHF34,401.0,Long Island City - Astoria,Summer 2016,06/01/2016,16.0
Nitrogen dioxide (NO2),Mean,ppb,UHF34,208.0,Canarsie - Flatlands,Summer 2011,06/01/2011,14.3
Nitrogen dioxide (NO2),Mean,ppb,UHF34,208.0,Canarsie - Flatlands,Summer 2010,06/01/2010,14.3
Nitrogen dioxide (NO2),Mean,ppb,UHF34,408.0,Jamaica,Summer 2011,06/01/2011,17.3
Nitrogen dioxide (NO2),Mean,ppb,UHF34,408.0,Jamaica,Winter 2020-21,12/01/2020,20.9
Nitrogen dioxide (NO2),Mean,ppb,UHF34,208.0,Canarsie - Flatlands,Winter 2012-13,12/01/2012,22.6
Nitrogen dioxide (NO2),Mean,ppb,UHF34,408.0,Jamaica,Winter 2012-13,12/01/2012,23.0
Nitrogen dioxide (NO2),Mean,ppb,UHF34,408.0,Jamaica,Summer 2014,06/01/2014,13.5
Nitrogen dioxide (NO2),Mean,ppb,UHF34,408.0,Jamaica,Summer 2022,06/01/2022,10.5
Nitrogen dioxide (NO2),Mean,ppb,UHF34,408.0,Jamaica,Winter 2021-22,12/01/2021,19.7
Nitrogen dioxide (NO2),Mean,ppb,UHF34,206.0,Borough Park,Winter 2008-09,12/01/2008,29.7
Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,313.0,Coney Island (CD13),2010,01/01/2010,0.5
Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,313.0,Coney Island (CD13),2019,01/01/2019,0.7
Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,315.0,Sheepshead Bay (CD15),2019,01/01/2019,1.3
Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,313.0,Coney Island (CD13),2005,01/01/2005,1.1
Nitrogen dioxide (NO2),Mean,ppb,UHF34,206.0,Borough Park,Winter 2017-18,12/01/2017,24.2
Nitrogen dioxide (NO2),Mean,ppb,UHF34,408.0,Jamaica,Winter 2017-18,12/01/2017,23.8
Nitrogen dioxide (NO2),Mean,ppb,UHF34,401.0,Long Island City - Astoria,Annual Average 2019,01/01/2019,20.2
Nitrogen dioxide (NO2),Mean,ppb,UHF34,208.0,Canarsie - Flatlands,Winter 2008-09,12/01/2008,25.9
Nitrogen dioxide (NO2),Mean,ppb,UHF34,408.0,Jamaica,Winter 2013-14,12/01/2013,26.9
Nitrogen dioxide (NO2),Mean,ppb,UHF34,408.0,Jamaica,Winter 2008-09,12/01/2008,28.4
Nitrogen dioxide (NO2),Mean,ppb,UHF34,408.0,Jamaica,Annual Average 2022,01/01/2022,14.9
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,315.0,Sheepshead Bay (CD15),2005,01/01/2005,40.2
Annual vehicle miles traveled,Million miles,per square mile,Borough,4.0,Queens,2005,01/01/2005,47.7
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,313.0,Coney Island (CD13),2005,01/01/2005,30.5
Annual vehicle miles traveled (trucks),Million miles,per square mile,Borough,4.0,Queens,2005,01/01/2005,2.2
Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,413.0,Queens Village (CD13),2005,01/01/2005,1.6
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,413.0,Queens Village (CD13),2005,01/01/2005,57.6
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,413.0,Queens Village (CD13),2010,01/01/2010,75.2
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,313.0,Coney Island (CD13),2010,01/01/2010,42.8
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,313.0,Coney Island (CD13),2019,01/01/2019,39.3
Annual vehicle miles traveled,Million miles,per square mile,CD,313.0,Coney Island (CD13),2019,01/01/2019,41.0
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,301.0,Greenpoint and Williamsburg (CD1),2010,01/01/2010,57.9
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,301.0,Greenpoint and Williamsburg (CD1),2019,01/01/2019,71.7
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,402.0,Woodside and Sunnyside (CD2),2019,01/01/2019,103.0
Annual vehicle miles traveled,Million miles,per square mile,CD,201.0,Mott Haven and Melrose (CD1),2019,01/01/2019,83.9
Annual vehicle miles traveled,Million miles,per square mile,CD,102.0,Greenwich Village and Soho (CD2),2010,01/01/2010,99.9
Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,410.0,Rockaways,2005,01/01/2005,13.1
Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,310.0,Lower Manhattan,2005,01/01/2005,89.5
Annual vehicle miles traveled,Million miles,per square mile,CD,302.0,Fort Greene and Brooklyn Heights (CD2),2005,01/01/2005,104.1
Annual vehicle miles traveled,Million miles,per square mile,CD,502.0,South Beach and Willowbrook (CD2),2005,01/01/2005,25.6
Annual vehicle miles traveled,Million miles,per square mile,CD,302.0,Fort Greene and Brooklyn Heights (CD2),2019,01/01/2019,146.1
Annual vehicle miles traveled,Million miles,per square mile,CD,501.0,St. George and Stapleton (CD1),2010,01/01/2010,27.2
Annual vehicle miles traveled,Million miles,per square mile,CD,501.0,St. George and Stapleton (CD1),2019,01/01/2019,31.9
Annual vehicle miles traveled,Million miles,per square mile,CD,402.0,Woodside and Sunnyside (CD2),2010,01/01/2010,108.5
Annual vehicle miles traveled,Million miles,per square mile,UHF42,310.0,Lower Manhattan,2019,01/01/2019,112.3
Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,308.0,Crown Heights and Prospect Heights (CD8),2010,01/01/2010,2.1
Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,308.0,Crown Heights and Prospect Heights (CD8),2019,01/01/2019,3.1
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,206.0,Belmont and East Tremont (CD6),2010,01/01/2010,86.5
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,206.0,Belmont and East Tremont (CD6),2019,01/01/2019,93.2
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,306.0,Park Slope and Carroll Gardens (CD6),2010,01/01/2010,61.6
Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),2005,01/01/2005,9.9
Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,104.0,Clinton and Chelsea (CD4),2005,01/01/2005,7.8
Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,406.0,Rego Park and Forest Hills (CD6),2005,01/01/2005,5.1
Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,308.0,Crown Heights and Prospect Heights (CD8),2005,01/01/2005,2.6
Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,208.0,Riverdale and Fieldston (CD8),2005,01/01/2005,2.0
Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,206.0,Belmont and East Tremont (CD6),2005,01/01/2005,4.7
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,306.0,Park Slope and Carroll Gardens (CD6),2005,01/01/2005,64.2
Annual vehicle miles traveled,Million miles,per square mile,CD,306.0,Park Slope and Carroll Gardens (CD6),2005,01/01/2005,68.1
Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,105.0,Crotona -Tremont,2005,01/01/2005,5.3
Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,205.0,Sunset Park,2005,01/01/2005,3.4
Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,203.0,Bedford Stuyvesant - Crown Heights,2005,01/01/2005,3.1
Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,503.0,Willowbrook,2005,01/01/2005,1.4
Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,405.0,Ridgewood - Forest Hills,2005,01/01/2005,56.5
Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,305.0,Upper East Side,2005,01/01/2005,115.2
Annual vehicle miles traveled,Million miles,per square mile,UHF42,103.0,Fordham - Bronx Pk,2005,01/01/2005,57.3
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),2005,01/01/2005,163.5
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,308.0,Crown Heights and Prospect Heights (CD8),2005,01/01/2005,69.2
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,208.0,Riverdale and Fieldston (CD8),2005,01/01/2005,30.1
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,206.0,Belmont and East Tremont (CD6),2005,01/01/2005,64.5
Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,105.0,Crotona -Tremont,2005,01/01/2005,74.1
Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,303.0,East Harlem,2005,01/01/2005,102.5
Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,203.0,Bedford Stuyvesant - Crown Heights,2005,01/01/2005,91.5
Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,103.0,Fordham - Bronx Pk,2005,01/01/2005,2.0
Nitrogen dioxide (NO2),Mean,ppb,UHF34,407.0,Southwest Queens,Annual Average 2012,12/01/2011,20.0
Nitrogen dioxide (NO2),Mean,ppb,CD,405.0,Ridgewood and Maspeth (CD5),Winter 2017-18,12/01/2017,25.7
Nitrogen dioxide (NO2),Mean,ppb,CD,405.0,Ridgewood and Maspeth (CD5),Annual Average 2019,01/01/2019,17.1
Nitrogen dioxide (NO2),Mean,ppb,CD,405.0,Ridgewood and Maspeth (CD5),Annual Average 2022,01/01/2022,15.9
Nitrogen dioxide (NO2),Mean,ppb,CD,105.0,Midtown (CD5),Winter 2013-14,12/01/2013,41.0
Nitrogen dioxide (NO2),Mean,ppb,UHF42,202.0,Downtown - Heights - Slope,Winter 2008-09,12/01/2008,33.6
Nitrogen dioxide (NO2),Mean,ppb,UHF42,302.0,Central Harlem - Morningside Heights,Winter 2008-09,12/01/2008,35.3
Nitrogen dioxide (NO2),Mean,ppb,UHF42,406.0,Fresh Meadows,Winter 2008-09,12/01/2008,28.3
Nitrogen dioxide (NO2),Mean,ppb,UHF34,407.0,Southwest Queens,Summer 2022,06/01/2022,9.7
Ozone (O3),Mean,ppb,UHF34,207.0,East Flatbush - Flatbush,Summer 2022,06/01/2022,34.9
Nitrogen dioxide (NO2),Mean,ppb,UHF34,207.0,East Flatbush - Flatbush,Summer 2022,06/01/2022,10.2
Ozone (O3),Mean,ppb,UHF34,407.0,Southwest Queens,Summer 2012,06/01/2012,34.2
Ozone (O3),Mean,ppb,UHF34,207.0,East Flatbush - Flatbush,Summer 2012,06/01/2012,33.4
Nitrogen dioxide (NO2),Mean,ppb,UHF34,407.0,Southwest Queens,Annual Average 2018,01/01/2018,17.2
Nitrogen dioxide (NO2),Mean,ppb,UHF34,407.0,Southwest Queens,Summer 2017,06/01/2017,13.3
Nitrogen dioxide (NO2),Mean,ppb,UHF34,407.0,Southwest Queens,Winter 2016-17,12/01/2016,24.9
Nitrogen dioxide (NO2),Mean,ppb,UHF34,407.0,Southwest Queens,Annual Average 2022,01/01/2022,14.3
Nitrogen dioxide (NO2),Mean,ppb,UHF34,207.0,East Flatbush - Flatbush,Winter 2013-14,12/01/2013,28.3
Nitrogen dioxide (NO2),Mean,ppb,UHF34,207.0,East Flatbush - Flatbush,Annual Average 2022,01/01/2022,15.0
Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,205.0,Fordham and University Heights (CD5),2005,01/01/2005,6.9
Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,405.0,Ridgewood and Maspeth (CD5),2005,01/01/2005,2.3
Nitrogen dioxide (NO2),Mean,ppb,UHF34,407.0,Southwest Queens,Winter 2013-14,12/01/2013,27.4
Nitrogen dioxide (NO2),Mean,ppb,UHF34,407.0,Southwest Queens,Winter 2017-18,12/01/2017,24.0
Nitrogen dioxide (NO2),Mean,ppb,UHF34,407.0,Southwest Queens,Annual Average 2019,01/01/2019,15.1
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,105.0,Midtown (CD5),2005,01/01/2005,124.0
Annual vehicle miles traveled,Million miles,per square mile,CD,305.0,East New York and Starrett City (CD5),2005,01/01/2005,55.3
Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,202.0,Downtown - Heights - Slope,2005,01/01/2005,5.7
Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,406.0,Fresh Meadows,2005,01/01/2005,3.4
Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,306.0,Chelsea - Clinton,2005,01/01/2005,114.9
Annual vehicle miles traveled,Million miles,per square mile,UHF42,306.0,Chelsea - Clinton,2005,01/01/2005,126.0
Annual vehicle miles traveled,Million miles,per square mile,UHF42,202.0,Downtown - Heights - Slope,2005,01/01/2005,90.1
Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,102.0,Northeast Bronx,2005,01/01/2005,34.8
Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,411.0,Bayside and Little Neck (CD11),2005,01/01/2005,3.1
Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,111.0,East Harlem (CD11),2005,01/01/2005,4.9
Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,109.0,Morningside Heights and Hamilton Heights (CD9),2005,01/01/2005,4.0
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,311.0,Bensonhurst (CD11),2005,01/01/2005,38.4
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,211.0,Morris Park and Bronxdale (CD11),2005,01/01/2005,30.2
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,409.0,Kew Gardens and Woodhaven (CD9),2005,01/01/2005,43.8
Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,402.0,West Queens,2005,01/01/2005,4.0
Annual vehicle miles traveled,Million miles,per square mile,CD,109.0,Morningside Heights and Hamilton Heights (CD9),2005,01/01/2005,88.8
Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,402.0,West Queens,2005,01/01/2005,80.5
Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,502.0,Stapleton - St. George,2005,01/01/2005,1.5
Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,402.0,West Queens,2010,01/01/2010,105.1
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,111.0,East Harlem (CD11),2005,01/01/2005,104.8
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,109.0,Morningside Heights and Hamilton Heights (CD9),2005,01/01/2005,83.8
Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),2005,01/01/2005,2.3
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,411.0,Bayside and Little Neck (CD11),2005,01/01/2005,55.3
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,209.0,Parkchester and Soundview (CD9),2005,01/01/2005,50.7
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),2005,01/01/2005,74.3
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,311.0,Bensonhurst (CD11),2010,01/01/2010,42.5
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),2010,01/01/2010,55.0
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),2019,01/01/2019,57.9
Annual vehicle miles traveled,Million miles,per square mile,CD,111.0,East Harlem (CD11),2010,01/01/2010,151.6
Annual vehicle miles traveled,Million miles,per square mile,CD,111.0,East Harlem (CD11),2019,01/01/2019,152.6
Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,502.0,Stapleton - St. George,2005,01/01/2005,27.6
Annual vehicle miles traveled,Million miles,per square mile,CD,311.0,Bensonhurst (CD11),2005,01/01/2005,40.7
Annual vehicle miles traveled,Million miles,per square mile,CD,409.0,Kew Gardens and Woodhaven (CD9),2005,01/01/2005,47.8
Annual vehicle miles traveled,Million miles,per square mile,UHF42,502.0,Stapleton - St. George,2019,01/01/2019,33.3
Annual vehicle miles traveled,Million miles,per square mile,UHF42,502.0,Stapleton - St. George,2010,01/01/2010,31.0
Annual vehicle miles traveled,Million miles,per square mile,UHF42,402.0,West Queens,2019,01/01/2019,103.9
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,314.0,Flatbush and Midwood (CD14),2005,01/01/2005,63.0
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,107.0,Upper West Side (CD7),2005,01/01/2005,98.2
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,307.0,Sunset Park (CD7),2005,01/01/2005,65.8
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,307.0,Sunset Park (CD7),2019,01/01/2019,112.5
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,307.0,Sunset Park (CD7),2010,01/01/2010,83.1
Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,504.0,South Beach - Tottenville,2005,01/01/2005,13.5
Annual vehicle miles traveled,Million miles,per square mile,UHF42,104.0,Pelham - Throgs Neck,2019,01/01/2019,64.5
Annual vehicle miles traveled,Million miles,per square mile,CD,407.0,Flushing and Whitestone (CD7),2010,01/01/2010,52.8
Annual vehicle miles traveled,Million miles,per square mile,CD,407.0,Flushing and Whitestone (CD7),2019,01/01/2019,42.8
Annual vehicle miles traveled,Million miles,per square mile,CD,314.0,Flatbush and Midwood (CD14),2010,01/01/2010,50.2
Annual vehicle miles traveled,Million miles,per square mile,UHF42,504.0,South Beach - Tottenville,2019,01/01/2019,13.0
Annual vehicle miles traveled,Million miles,per square mile,UHF42,504.0,South Beach - Tottenville,2010,01/01/2010,15.0
Annual vehicle miles traveled,Million miles,per square mile,UHF42,204.0,East New York,2019,01/01/2019,55.4
Annual vehicle miles traveled,Million miles,per square mile,UHF42,404.0,Bayside - Little Neck,2019,01/01/2019,80.0
Annual vehicle miles traveled,Million miles,per square mile,UHF42,404.0,Bayside - Little Neck,2010,01/01/2010,85.9
Annual vehicle miles traveled,Million miles,per square mile,UHF42,504.0,South Beach - Tottenville,2005,01/01/2005,14.3
Annual vehicle miles traveled,Million miles,per square mile,UHF42,404.0,Bayside - Little Neck,2005,01/01/2005,60.5
